nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,cable_t2_attache
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB872512,FR*SOD*S*MB87*25*1*_*_,RAZES - PLACE ANDRE DUFRAISSE,Voirie,PLACE ANDRE DUFRAISSE,87640,"[46.033722,1.345370]",2,FRS87EMB872512,FR*SOD*E*MB87*25*1*2*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-07-11,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB872612,FR*SOD*S*MB87*26*1*_*_,CIEUX - PLACE DU 8 MAI 1945,Voirie,PLACE DU 8 MAI 1945,87520,"[45.991007,1.046631]",1,FRS87EMB872612,FR*SOD*E*MB87*26*1*2*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2023-04-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB872711,FR*SOD*S*MB87*27*1*_*_,CHATEAUPONSAC - PLACE XAVIER MAZURIER,Voirie,PLACE XAVIER MAZURIER,87290,"[46.134059,1.276510]",2,FRS87EMB872711,FR*SOD*E*MB87*27*1*1*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2023-03-01,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB872811,FR*SOD*S*MB87*28*1*_*_,CHATEAUPONSAC - PARKING AVENUE DE LORRAINE,Voirie,"AVENUE DE LORRAINE, 87290",87290,"[46.134473,1.274174]",2,FRS87EMB872811,FR*SOD*E*MB87*28*1*1*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2023-03-01,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB872911,FR*SOD*S*MB87*29*1*_*_,VAL-DOIRE-ET-GARTEMPE - PLACE DU CHAMP DE FOIRE,Voirie,2 RUE DU CHAMP DE FOIRE,87320,"[46.235341,0.903630]",2,FRS87EMB872911,FR*SOD*E*MB87*29*1*1*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-10-06,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB873013,FR*SOD*S*MB87*30*1*_*_,BLANZAC - ETANG DE ROUFFIGNAC,Voirie,AERODROME DE BELLAC,87300,"[46.131688,1.081701]",3,FRS87EMB873013,FR*SOD*E*MB87*30*1*3*_,50,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-10-10,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB873111,FR*SOD*S*MB87*31*1*_*_,VAL-DISSOIRE - AVENUE DE BELLAC,Voirie,AVENUE DE BELLACMEZIERES-SUR-ISSOIRE,87330,"[46.108853,0.919616]",3,FRS87EMB873111,FR*SOD*E*MB87*31*1*1*_,43,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-10-10,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB873211,FR*SOD*S*MB87*32*1*_*_,SAINT-VICTURNIEN - CROIX DE LAVERGNE,Voirie,ROUTE DORADOUR SUR GLANE,87420,"[45.895108,1.035591]",3,FRS87EMB873211,FR*SOD*E*MB87*32*1*1*_,50,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-10-11,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB873311,FR*SOD*S*MB87*33*1*_*_,SAINT-JOUVENT - AIRE DE COVOITURAGE,Voirie,AIRE DE COVOITURAGE,87510,"[45.959326,1.171203]",3,FRS87EMB873311,FR*SOD*E*MB87*33*1*1*_,50,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2022-11-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB873411,FR*SOD*S*MB87*34*1*_*_,SAINT-LAURENT-SUR-GORRE - PLACE DE LEGLISE,Voirie,PLACE DE LEGLISE,23340,"[45.770860,1.957497]",1,FRS87EMB873411,FR*SOD*E*MB87*34*1*1*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2023-03-14,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB873611,FR*SOD*S*MB87*36*1*_*_,SAINT AUVENT - ALLEE DU CHATEAU,Voirie,ALLEE DU CHATEAU,87310,"[45.809730,0.927823]",1,FRS87EMB873611,FR*SOD*E*MB87*36*1*1*_,22,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2023-08-24,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB873911,FR*SOD*S*MB87*39*1*_*_,BESSINES-SUR-GARTEMPE - RUE DES GRANDS JARDINS,Voirie,RUE DES GRANDS JARDINS,87250,"[46.107802,1.371627]",3,FRS87EMB873911,FR*SOD*E*MB87*39*1*1*_,50,false,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2023-03-23,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB873912,FR*SOD*S*MB87*39*1*_*_,BESSINES-SUR-GARTEMPE - RUE DES GRANDS JARDINS,Voirie,RUE DES GRANDS JARDINS,87250,"[46.107802,1.371627]",3,FRS87EMB873912,FR*SOD*E*MB87*39*1*2*_,50,true,false,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2023-03-23,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
MOBIVE - SEHV87,"",valerie.geay@sehv.fr ,Izivia,sav@izivia.com,0972668001,MOBIVE - SEHV87,FRS87PMB873913,FR*SOD*S*MB87*39*1*_*_,BESSINES-SUR-GARTEMPE - RUE DES GRANDS JARDINS,Voirie,RUE DES GRANDS JARDINS,87250,"[46.107802,1.371627]",3,FRS87EMB873913,FR*SOD*E*MB87*39*1*3*_,50,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,0,2023-03-23,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2023-11-28,0
